num,title,description,format,status,AdDate,category,category1,category1_desc,category2,category2_desc,category3,category3_desc,Code,Campaign,Objective,Budget,Product,Start_Date,End_Date,Audience_Interest,Audience_Segment,Client,Client_Budget,City
1830,Fall Fashion Frenzy: Embrace the Season!,Embrace the fall season with our Fall Fashion Frenzy. Stay on trend and cozy up with our stylish fall essentials!,Native Ads,Expired,2024-04-06,"['Automotive', 'Maintenance', 'Oil Changes']",Automotive,Maintain and accessorize your vehicle with our automotive parts and accessories.,Maintenance,Ensure the longevity of your vehicle with our reliable maintenance products.,Oil Changes,Ensure the health of your vehicle with regular and efficient oil changes.,485000 WellnessWeek 2023-11-20,WellnessWeek,Emphasize wellness and self-care,50000,Huesca Backpack  76.99 Multi-Compartment,2023-11-20,2024-01-20,Digital Marketing - Business,25-55,Lozano y asociados S.A.,161000,"Lleida, Spain"
1831,Foodie Fiesta: Indulge in Culinary Delights!,"Treat your furry friends to a paradise with Pet Paradise. Explore exclusive offers on pet treats, toys, and accessories!",Sponsored Content,Active,2023-07-29,"['Sports', 'Outdoor', 'Hiking']",Sports,Gear up for your favorite sports activities with our high-quality sports equipment and apparel.,Outdoor,Embrace the great outdoors with our outdoor gear and essentials for camping and hiking.,Hiking,Equip yourself for thrilling hiking adventures with our specialized hiking gear.,240000 SpringSale2024 2018-09-10,SpringSale2024,Boost sales during spring season,150000,CD Mirandés Polo Shirt 2XL 62.98  All Seasons Polyester,2018-09-10,2019-09-10,Fashion - Shopping,18-35,Vendrell y asociados S.A.,470000,"Pontevedra, Spain"
1832,Travel Treats: Plan Your Next Adventure!,Plan your next adventure with Travel Treats. Discover exclusive discounts on travel essentials and accessories!,Banner Ads,Completed,2021-12-21,"['Electronics', 'Audio', 'Earbuds']",Electronics,Stay connected and updated with cutting-edge electronic gadgets and devices.,Audio,"Immerse yourself in superior audio quality with our collection of headphones, speakers, and soundbars.",Earbuds,Immerse yourself in music and calls with our comfortable and high-quality earbuds.,200000 FlashFriday 2022-10-05,FlashFriday,Create urgency with flash sales,20000,Cartagena Goalkeeper Gloves M Official 197.98,2022-10-05,2023-10-05,Mindfulness - Self-Care,20-45,Luna y Guitart S.L.U.,411000,"Badajoz, Spain"
1833,Travel Treats: Plan Your Next Adventure!,Plan your next adventure with Travel Treats. Discover exclusive discounts on travel essentials and accessories!,Carousel Ads,Active,2017-11-07,"['Books', ""Children's Books"", 'Picture Books', 'Animals']",Books,Immerse yourself in captivating stories and gain knowledge with our diverse collection of books.,Children's Books,Spark the imagination of young readers with our engaging and delightful children's books.,Picture Books,Introduce young readers to the world of storytelling with our delightful picture books.,125000 BackToSchoolDeals 2022-05-29,BackToSchoolDeals,Attract students with special deals,300000,Valencia Jersey 3XL Official 114.98  All Seasons Polyester,2022-05-29,2022-08-29,Pets - Pet Care,30-60,Melero y Ruano S.A.,791000,"Navarra, Spain"
1834,Foodie Fiesta: Indulge in Culinary Delights!,"Treat your furry friends to a paradise with Pet Paradise. Explore exclusive offers on pet treats, toys, and accessories!",Affiliate Marketing,Draft,2018-04-09,"['Sports', 'Outdoor', 'Hiking']",Sports,Gear up for your favorite sports activities with our high-quality sports equipment and apparel.,Outdoor,Embrace the great outdoors with our outdoor gear and essentials for camping and hiking.,Hiking,Equip yourself for thrilling hiking adventures with our specialized hiking gear.,325000 TechTuesday 2022-08-22,TechTuesday,Showcase new tech products,500000,Tenerife Polo Shirt L 53.65  All Seasons Polyester,2022-08-22,2023-08-22,Gaming - Technology,15-35,Larrea y Cabrera S.Coop.,962000,"Huelva, Spain"
1835,Smart Starts: Back-to-School Tech Bonanza!,Get ready for school with our back-to-school essentials. Quality products at affordable prices to kickstart the academic year!,Display Ads,Completed,2021-10-27,"['Electronics', 'Tablets']",Electronics,Stay connected and updated with cutting-edge electronic gadgets and devices.,Tablets,Experience versatility and portability with our range of tablets for work and entertainment.,,,225000 PetParadise 2017-12-21,PetParadise,Advertise pet-related products,50000,Espanyol Cup Official 38.65 Microwave and Dishwasher Safe,2017-12-21,2018-12-21,Environment - Sustainability,20-50,Alimentación IXRU S.L.,871000,"Palencia, Spain"
1836,Tech Tuesday: Exclusive Tech Offers Await!,Tech Tuesday is here with exclusive offers on the latest gadgets and tech. Don't miss out on the tech extravaganza!,Social Media Ads,Rejected,2022-07-12,"['Clothing', ""Children's Clothing"", 'Infants', 'Onesies']",Clothing,Revamp your wardrobe with the latest fashion trends. Explore a wide range of stylish clothing options.,Children's Clothing,Dress your little ones in stylish and comfortable clothing designed for every age.,Infants,Dress your littlest ones in adorable and comfortable clothing for infants.,460000 PetParadise 2017-12-21,PetParadise,Advertise pet-related products,50000,Levante Planas Cap XS Official 47.98 UV Protection,2017-12-21,2018-12-21,Environment - Sustainability,20-50,Alimentación IXRU S.L.,871000,"Palencia, Spain"
1837,Autumn Vibes: Cozy Up with Fall Essentials!,Fall in love with fall fashion! Explore our latest collection and stay on-trend with cozy and stylish fall essentials.,Interstitial Ads,Pending Approval,2017-11-08,"['Clothing', 'Accessories', 'Hats']",Clothing,Revamp your wardrobe with the latest fashion trends. Explore a wide range of stylish clothing options.,Accessories,"Complete your look with our fashionable accessories, from hats to scarves.",Hats,Top off your look with our stylish and functional hats for every occasion.,75000 HolidaySpecial 2023-08-20,HolidaySpecial,Create excitement for holiday shopping,500000,Elche Boots L 114.65 Football  Waterproof Lace-up,2023-08-20,2024-08-20,Tech - Gadgets,20-40,Salazar & Asociados S.Com.,803000,"Badajoz, Spain"
1838,Adventure Awaits: Explore New Horizons!,Embark on a new adventure with Adventure Awaits. Explore new horizons with our specially curated adventure-themed products!,Native Ads,Cancelled,2018-02-01,"['Books', 'Non-Fiction', 'Biography']",Books,Immerse yourself in captivating stories and gain knowledge with our diverse collection of books.,Non-Fiction,Expand your knowledge and insights with our thought-provoking non-fiction books.,Biography,Gain insights into the lives of inspiring individuals with our collection of biographies.,305000 FlashFriday 2022-10-05,FlashFriday,Create urgency with flash sales,20000,Burgos Bermuda Shorts 3XL 112.48  All Seasons Polyester,2022-10-05,2023-10-05,Mindfulness - Self-Care,20-45,Luna y Guitart S.L.U.,411000,"Badajoz, Spain"
1839,Clear the Shelves: Massive Year-End Sale!,"Clearance time! Grab incredible deals on year-end closeout items. Limited stock, so shop now and save big!",Interactive Ads,Rejected,2021-08-06,"['Beauty', 'Skincare', 'Cleansers']",Beauty,"Enhance your beauty routine with our skincare, haircare, and beauty products for a radiant look.",Skincare,Pamper your skin with our skincare products designed to enhance your natural beauty.,Cleansers,Refresh and cleanse your skin with our range of effective skincare cleansers.,285000 FoodieFiesta 2021-07-20,FoodieFiesta,Culinary delights and food promotions,900000,Granada Boots L 79.99 Football  Waterproof Lace-up,2021-07-20,2022-07-20,Sports - Fitness,18-40,Comercial Globales S.C.P,876000,"Valencia, Spain"
1840,"Hot Picks: Red-Hot Savings, Cool Prices!",Sizzle with savings at our event! The hottest deals on a variety of products. Shop now and make your wallet happy!,Affiliate Marketing,Cancelled,2021-09-02,"['Sports', 'Outdoor', 'Camping']",Sports,Gear up for your favorite sports activities with our high-quality sports equipment and apparel.,Outdoor,Embrace the great outdoors with our outdoor gear and essentials for camping and hiking.,Camping,Embark on outdoor adventures with our camping gear and essentials.,235000 FitnessFiesta 2022-01-19,FitnessFiesta,Fitness-related promotions,6500000,Valencia Socks 2XL Official 22.98 All sports  Sweet fit,2022-01-19,2023-01-19,Cars - Automotive,25-50,Cornelio Pagès Aznar S.L.,586000,"Palencia, Spain"
1841,Flash Friday Sale: Don't Miss Out!,Flash Friday Sale is back! Don't miss out on 24 hours of incredible discounts. Grab the best deals before they're gone!,Banner Ads,Completed,2019-02-24,"['Electronics', 'Smartwatches']",Electronics,Stay connected and updated with cutting-edge electronic gadgets and devices.,Smartwatches,Stay connected and monitor your health with our innovative smartwatches.,,,315000 HolidaySpecial 2023-08-20,HolidaySpecial,Create excitement for holiday shopping,500000,Villarreal B Pencil Case Official 17.75 Ink Compartment,2023-08-20,2024-08-20,Tech - Gadgets,20-40,Salazar & Asociados S.Com.,803000,"Badajoz, Spain"
1842,Discover the Ultimate Summer Deals!,Uncover the best summer deals that will make your season unforgettable. Discover a world of ultimate summer savings!,Carousel Ads,Rejected,2022-10-11,"['Electronics', 'Audio', 'Earbuds']",Electronics,Stay connected and updated with cutting-edge electronic gadgets and devices.,Audio,"Immerse yourself in superior audio quality with our collection of headphones, speakers, and soundbars.",Earbuds,Immerse yourself in music and calls with our comfortable and high-quality earbuds.,420000 MindfulMoments 2021-09-24,MindfulMoments,Promote mindfulness and relaxation,12000,Málaga Shorts M 77.97  Winter Cotton,2021-09-24,2023-09-24,Reading - Education,20-60,Tecnologías Peinado S.A.,490000,"Sevilla, Spain"
1843,Jingle All the Way to Our Festive Discounts!,Celebrate the festive season with our special discounts on a wide range of products. Spread joy and make your holidays unforgettable!,Audio Ads,Scheduled,2024-09-05,"['Toys', 'Educational', 'STEM']",Toys,Bring joy to your little ones with our selection of educational and entertaining toys.,Educational,Encourage learning through play with our educational toys and games.,STEM,Encourage STEM education and curiosity with our selection of STEM toys.,80000 TravelTreats 2020-04-18,TravelTreats,Encourage travel-related purchases,100000,Real Sociedad Coat 2XL Official 173.32  Winter Cotton,2020-04-18,2022-04-18,Music - Entertainment,18-40,Servicios Castellana S.A.,726000,"Madrid, Spain"
1844,Gizmo Gala: Exclusive Tech Extravaganza!,"Tech enthusiasts, rejoice! Tech Tuesday brings you exclusive offers on the latest gadgets and electronics. Don't miss out!",Banner Ads,Expired,2020-10-22,"['Beauty', 'Haircare', 'Shampoos', 'Volumizing']",Beauty,"Enhance your beauty routine with our skincare, haircare, and beauty products for a radiant look.",Haircare,Nourish and style your hair with our range of premium haircare products.,Shampoos,Revitalize your hair with our specially formulated shampoos for different hair types.,455000 MindfulMoments 2021-09-24,MindfulMoments,Promote mindfulness and relaxation,12000,Lugo Backpack  114.32 Multi-Compartment,2021-09-24,2023-09-24,Reading - Education,20-60,Tecnologías Peinado S.A.,490000,"Sevilla, Spain"
1845,Smart Starts: Back-to-School Tech Bonanza!,Get ready for school with our back-to-school essentials. Quality products at affordable prices to kickstart the academic year!,Social Media Ads,Archived,2019-04-16,"['Clothing', ""Children's Clothing"", 'Infants', 'Onesies']",Clothing,Revamp your wardrobe with the latest fashion trends. Explore a wide range of stylish clothing options.,Children's Clothing,Dress your little ones in stylish and comfortable clothing designed for every age.,Infants,Dress your littlest ones in adorable and comfortable clothing for infants.,160000 DigitalDiscoveries 2020-04-07,DigitalDiscoveries,Highlight digital products and services,500000,Celta Vigo Ball Official 49.98,2020-04-07,2024-04-07,Home Decor - DIY,25-55,Camps y Moya S.L.N.E,447000,"Girona, Spain"
1846,Pet Paradise: Spoil Your Pets with Love!,"Spoil your pets with Pet Paradise. From treats to toys, pamper your furry friends with love and care!",Rich Media Ads,Active,2023-06-16,"['Clothing', ""Children's Clothing"", 'Toddlers', 'Dresses']",Clothing,Revamp your wardrobe with the latest fashion trends. Explore a wide range of stylish clothing options.,Children's Clothing,Dress your little ones in stylish and comfortable clothing designed for every age.,Toddlers,Explore adorable clothing and essentials designed for toddlers.,130000 FitnessFiesta 2022-01-19,FitnessFiesta,Fitness-related promotions,6500000,Sporting Huelva Backpack  184.31 Multi-Compartment,2022-01-19,2023-01-19,Cars - Automotive,25-50,Cornelio Pagès Aznar S.L.,586000,"Palencia, Spain"
1847,Tech Treasures: Discover Digital Marvels!,Unlock the digital world with Digital Discoveries. Explore the latest in technology and enhance your digital lifestyle!,Interstitial Ads,Expired,2024-01-28,"['Toys', 'Outdoor', 'Water Toys']",Toys,Bring joy to your little ones with our selection of educational and entertaining toys.,Outdoor,Embrace the great outdoors with our outdoor gear and essentials for camping and hiking.,Water Toys,Make a splash and create lasting memories with our fun water toys.,445000 GadgetGalaxy 2020-09-19,GadgetGalaxy,Promote latest gadgets and tech,500000,Racing Sant Jersey S 93.31  Summer Blend,2020-09-19,2022-09-19,Outdoor Activities - Fitness,18-40,Distribuciones VL S.Coop.,527000,"Navarra, Spain"
1848,Celebrate the Holidays with Special Discounts!,Join the festive celebration with our special holiday discounts. Make your holidays extra special with our exclusive offers!,Virtual Reality Ads,Completed,2022-02-26,"['Home', 'Decor']",Home,Create a cozy and welcoming home with our premium home decor and essentials for every room.,Decor,Transform your living space with our decorative items and home accents.,,,75000 FallFashionFrenzy 2023-10-24,FallFashionFrenzy,Highlight fall fashion trends,30000,Leganés Sweatshirt S Official 63.98  Summer Blend,2023-10-24,2025-10-24,Foodie - Cooking,18-50,Ramirez y Olivera S.C.P,628000,"Girona, Spain"
1849,"Hot Picks: Red-Hot Savings, Cool Prices!",Sizzle with savings at our event! The hottest deals on a variety of products. Shop now and make your wallet happy!,Audio Ads,Draft,2018-05-15,"['Electronics', 'Audio', 'Earbuds']",Electronics,Stay connected and updated with cutting-edge electronic gadgets and devices.,Audio,"Immerse yourself in superior audio quality with our collection of headphones, speakers, and soundbars.",Earbuds,Immerse yourself in music and calls with our comfortable and high-quality earbuds.,80000 TechTuesday 2022-08-22,TechTuesday,Showcase new tech products,500000,Sevilla Goalkeeper Gloves XS Official 176.98,2022-08-22,2023-08-22,Gaming - Technology,15-35,Larrea y Cabrera S.Coop.,962000,"Huelva, Spain"
1850,Tech Treasures: Discover Digital Marvels!,Unlock the digital world with Digital Discoveries. Explore the latest in technology and enhance your digital lifestyle!,Sponsored Content,Scheduled,2020-05-22,"['Books', 'Fiction', 'Mystery']",Books,Immerse yourself in captivating stories and gain knowledge with our diverse collection of books.,Fiction,Escape into captivating fictional worlds with our diverse collection of fiction books.,Mystery,Unravel mysteries and suspenseful tales with our captivating mystery novels.,180000 SpringSale2024 2018-09-10,SpringSale2024,Boost sales during spring season,150000,Getafe Bermuda Shorts XS Official 53.99  All Seasons Polyester,2018-09-10,2019-09-10,Fashion - Shopping,18-35,Vendrell y asociados S.A.,470000,"Pontevedra, Spain"
1851,Wellness Week: Pamper Yourself with Discounts!,Indulge in self-care with Wellness Week. Pamper yourself with discounts on wellness products and relaxation essentials!,Rich Media Ads,Archived,2021-01-14,"['Books', 'Fiction', 'Mystery']",Books,Immerse yourself in captivating stories and gain knowledge with our diverse collection of books.,Fiction,Escape into captivating fictional worlds with our diverse collection of fiction books.,Mystery,Unravel mysteries and suspenseful tales with our captivating mystery novels.,345000 DigitalDiscoveries 2020-04-07,DigitalDiscoveries,Highlight digital products and services,500000,Málaga Bermuda Shorts 2XL 116.97  All Seasons Polyester,2020-04-07,2024-04-07,Home Decor - DIY,25-55,Camps y Moya S.L.N.E,447000,"Girona, Spain"
1852,Clear the Shelves: Massive Year-End Sale!,"Clearance time! Grab incredible deals on year-end closeout items. Limited stock, so shop now and save big!",Rich Media Ads,Cancelled,2024-08-16,"['Books', ""Children's Books"", 'Picture Books', 'Animals']",Books,Immerse yourself in captivating stories and gain knowledge with our diverse collection of books.,Children's Books,Spark the imagination of young readers with our engaging and delightful children's books.,Picture Books,Introduce young readers to the world of storytelling with our delightful picture books.,250000 GameOn 2021-03-31,GameOn,Encourage gaming enthusiasts,5500000,Eldense Pencil Case Official 35.51 Ink Compartment,2021-03-31,2021-11-30,Gardening - Outdoor,30-60,Construcción del Levante S.A.,311000,"Albacete, Spain"
1853,Pet Paradise: Spoil Your Pets with Love!,"Spoil your pets with Pet Paradise. From treats to toys, pamper your furry friends with love and care!",Audio Ads,Active,2022-12-12,"['Home', 'Kitchen', 'Appliances', 'Coffee Makers']",Home,Create a cozy and welcoming home with our premium home decor and essentials for every room.,Kitchen,Equip your kitchen with top-quality cookware and appliances for a culinary haven.,Appliances,Upgrade your kitchen with innovative and efficient kitchen appliances.,435000 TravelTreats 2020-04-18,TravelTreats,Encourage travel-related purchases,100000,Osasuna Ball  29.16,2020-04-18,2022-04-18,Music - Entertainment,18-40,Servicios Castellana S.A.,726000,"Madrid, Spain"
1854,Unleash Your Style with Our Spring Collection!,"Step into the new year with style and savings. Kickstart 2024 with our exclusive collection. New year, new savings!",Influencer Marketing,Completed,2019-09-11,"['Home', 'Decor']",Home,Create a cozy and welcoming home with our premium home decor and essentials for every room.,Decor,Transform your living space with our decorative items and home accents.,,,255000 SummerPromo 2024-01-23,SummerPromo,Promote summer product line,500000,Las Palmas Sweatshirt M Official 85.31  Summer Blend,2024-01-23,2026-01-23,Travel- Adventure,25-45,Díaz & Asociados S.L.N.E,135000,"Málaga, Spain"
1855,Tech Treasures: Discover Digital Marvels!,Unlock the digital world with Digital Discoveries. Explore the latest in technology and enhance your digital lifestyle!,Banner Ads,Cancelled,2017-09-11,"['Electronics', 'Audio', 'Soundbars']",Electronics,Stay connected and updated with cutting-edge electronic gadgets and devices.,Audio,"Immerse yourself in superior audio quality with our collection of headphones, speakers, and soundbars.",Soundbars,Elevate your audio experience at home with our high-quality soundbars.,135000 PetParadise 2017-12-21,PetParadise,Advertise pet-related products,50000,Oviedo Pencil Case  18.19 Ink Compartment,2017-12-21,2018-12-21,Environment - Sustainability,20-50,Alimentación IXRU S.L.,871000,"Palencia, Spain"
1856,Fitness Fiesta: Achieve Your Fitness Goals!,Indulge in culinary delights with Foodie Fiesta. Savor irresistible flavors with our exclusive deals on gourmet delights!,Virtual Reality Ads,Cancelled,2018-09-11,"['Books', 'Non-Fiction', 'Biography']",Books,Immerse yourself in captivating stories and gain knowledge with our diverse collection of books.,Non-Fiction,Expand your knowledge and insights with our thought-provoking non-fiction books.,Biography,Gain insights into the lives of inspiring individuals with our collection of biographies.,170000 SummerPromo 2024-01-23,SummerPromo,Promote summer product line,500000,Ibiza Boots XS Official 215.97 Football  Waterproof Lace-up,2024-01-23,2026-01-23,Travel- Adventure,25-45,Díaz & Asociados S.L.N.E,135000,"Málaga, Spain"
1857,Jingle All the Way to Our Festive Discounts!,Celebrate the festive season with our special discounts on a wide range of products. Spread joy and make your holidays unforgettable!,Rich Media Ads,Cancelled,2024-08-26,"['Home', 'Kitchen', 'Cookware', 'Pots']",Home,Create a cozy and welcoming home with our premium home decor and essentials for every room.,Kitchen,Equip your kitchen with top-quality cookware and appliances for a culinary haven.,Cookware,Enhance your culinary skills with our premium and durable cookware.,295000 PetParadise 2017-12-21,PetParadise,Advertise pet-related products,50000,Osasuna Cup  23.32 Microwave and Dishwasher Safe,2017-12-21,2018-12-21,Environment - Sustainability,20-50,Alimentación IXRU S.L.,871000,"Palencia, Spain"
1858,Gadget Galaxy: Explore the Latest Gadgets!,Enter the Gadget Galaxy and explore the latest gadgets. Upgrade your tech game with exclusive offers on cutting-edge devices!,Email Marketing,Archived,2020-03-03,"['Clothing', ""Children's Clothing"", 'Infants', 'Onesies']",Clothing,Revamp your wardrobe with the latest fashion trends. Explore a wide range of stylish clothing options.,Children's Clothing,Dress your little ones in stylish and comfortable clothing designed for every age.,Infants,Dress your littlest ones in adorable and comfortable clothing for infants.,120000 TravelTreats 2020-04-18,TravelTreats,Encourage travel-related purchases,100000,Alcorcón Long Pants XS Official 75.99  Summer Blend,2020-04-18,2022-04-18,Music - Entertainment,18-40,Servicios Castellana S.A.,726000,"Madrid, Spain"
1859,Game On: Level Up Your Gaming Experience!,Level up your fitness journey with Fitness Fiesta. Achieve your fitness goals with our exclusive offers on workout gear!,In-App Ads,Draft,2023-05-08,"['Beauty', 'Haircare', 'Conditioners', 'Hydrating']",Beauty,"Enhance your beauty routine with our skincare, haircare, and beauty products for a radiant look.",Haircare,Nourish and style your hair with our range of premium haircare products.,Conditioners,Keep your hair silky-smooth with our hydrating and nourishing hair conditioners.,225000 TravelTreats 2020-04-18,TravelTreats,Encourage travel-related purchases,100000,Levante Planas Ball Official 59.98,2020-04-18,2022-04-18,Music - Entertainment,18-40,Servicios Castellana S.A.,726000,"Madrid, Spain"
1860,Tech Tuesday: Exclusive Tech Offers Await!,Tech Tuesday is here with exclusive offers on the latest gadgets and tech. Don't miss out on the tech extravaganza!,Video Ads,Active,2023-03-16,"['Books', 'Non-Fiction', 'Biography']",Books,Immerse yourself in captivating stories and gain knowledge with our diverse collection of books.,Non-Fiction,Expand your knowledge and insights with our thought-provoking non-fiction books.,Biography,Gain insights into the lives of inspiring individuals with our collection of biographies.,460000 WellnessWeek 2023-11-20,WellnessWeek,Emphasize wellness and self-care,50000,Mallorca Sweatshirt XL Official 67.98  Summer Blend,2023-11-20,2024-01-20,Digital Marketing - Business,25-55,Lozano y asociados S.A.,161000,"Lleida, Spain"
1861,Fitness Freaks Rejoice: Grab Your Gear Now!,Level up your fitness journey with Fitness Fiesta. Grab your workout gear and achieve your health and fitness goals!,Video Ads,Paused,2022-08-12,"['Electronics', 'Audio', 'Earbuds']",Electronics,Stay connected and updated with cutting-edge electronic gadgets and devices.,Audio,"Immerse yourself in superior audio quality with our collection of headphones, speakers, and soundbars.",Earbuds,Immerse yourself in music and calls with our comfortable and high-quality earbuds.,80000 PetParadise 2017-12-21,PetParadise,Advertise pet-related products,50000,Madrid CFF Socks M Official 24.31 All sports  Sweet fit,2017-12-21,2018-12-21,Environment - Sustainability,20-50,Alimentación IXRU S.L.,871000,"Palencia, Spain"
1862,Jingle All the Way to Our Festive Discounts!,Celebrate the festive season with our special discounts on a wide range of products. Spread joy and make your holidays unforgettable!,Search Ads,Active,2023-07-16,"['Automotive', 'Accessories', 'Car Mats']",Automotive,Maintain and accessorize your vehicle with our automotive parts and accessories.,Accessories,"Complete your look with our fashionable accessories, from hats to scarves.",Car Mats,Protect and personalize your car's interior with our durable and stylish car mats.,480000 MindfulMoments 2021-09-24,MindfulMoments,Promote mindfulness and relaxation,12000,Atlético Madrid Cap XL Official 33.32 UV Protection,2021-09-24,2023-09-24,Reading - Education,20-60,Tecnologías Peinado S.A.,490000,"Sevilla, Spain"
1863,Unleash Your Style with Our Spring Collection!,"Step into the new year with style and savings. Kickstart 2024 with our exclusive collection. New year, new savings!",Search Ads,Pending Approval,2021-03-17,"['Books', 'Fiction', 'Romance']",Books,Immerse yourself in captivating stories and gain knowledge with our diverse collection of books.,Fiction,Escape into captivating fictional worlds with our diverse collection of fiction books.,Romance,Indulge in the allure of romance with our collection of romantic fiction.,200000 TravelTreats 2020-04-18,TravelTreats,Encourage travel-related purchases,100000,Tenerife Ball  38.32,2020-04-18,2022-04-18,Music - Entertainment,18-40,Servicios Castellana S.A.,726000,"Madrid, Spain"
1864,Explore the Unknown: Adventure Awaits You!,"Embark on a new adventure with our specially curated products. Adventure Awaits – explore, experience, and enjoy!",Native Ads,Cancelled,2017-09-06,"['Automotive', 'Car Parts', 'Brakes']",Automotive,Maintain and accessorize your vehicle with our automotive parts and accessories.,Car Parts,Find high-quality car parts to maintain the performance and safety of your vehicle.,Brakes,Ensure the safety of your vehicle with our reliable brake components.,200000 SummerPromo 2024-01-23,SummerPromo,Promote summer product line,500000,Ibiza Socks XL Official 26.97 All sports  Sweet fit,2024-01-23,2026-01-23,Travel- Adventure,25-45,Díaz & Asociados S.L.N.E,135000,"Málaga, Spain"
1865,Fitness Freaks Rejoice: Grab Your Gear Now!,Level up your fitness journey with Fitness Fiesta. Grab your workout gear and achieve your health and fitness goals!,Pop-up Ads,Suspended,2020-07-15,"['Electronics', 'Audio', 'Earbuds']",Electronics,Stay connected and updated with cutting-edge electronic gadgets and devices.,Audio,"Immerse yourself in superior audio quality with our collection of headphones, speakers, and soundbars.",Earbuds,Immerse yourself in music and calls with our comfortable and high-quality earbuds.,190000 CozyComforts 2022-04-22,CozyComforts,Promote cozy and comfortable items,50000,Real Sociedad B Cap 3XL Official 35.32 UV Protection,2022-04-22,2024-04-22,Science Fiction - Technology,15-35,Desarrollo del Mediterráneo S.L.N.E,717000,"Málaga, Spain"
1866,"Hot Picks: Red-Hot Savings, Cool Prices!",Sizzle with savings at our event! The hottest deals on a variety of products. Shop now and make your wallet happy!,Chatbot Ads,Paused,2020-07-13,"['Clothing', ""Children's Clothing"", 'Toddlers', 'Dresses']",Clothing,Revamp your wardrobe with the latest fashion trends. Explore a wide range of stylish clothing options.,Children's Clothing,Dress your little ones in stylish and comfortable clothing designed for every age.,Toddlers,Explore adorable clothing and essentials designed for toddlers.,425000 GameOn 2021-03-31,GameOn,Encourage gaming enthusiasts,5500000,Racing Ferrol Socks 3XL Official 25.64 All sports  Sweet fit,2021-03-31,2021-11-30,Gardening - Outdoor,30-60,Construcción del Levante S.A.,311000,"Albacete, Spain"
1867,Summer Splurge: Treat Yourself to Luxe!,"Dive into summer savings with our unbeatable deals. From fashion to electronics, discover the ultimate summer shopping experience!",Native Ads,Expired,2018-04-13,"['Books', 'Non-Fiction', 'Biography']",Books,Immerse yourself in captivating stories and gain knowledge with our diverse collection of books.,Non-Fiction,Expand your knowledge and insights with our thought-provoking non-fiction books.,Biography,Gain insights into the lives of inspiring individuals with our collection of biographies.,75000 WellnessWeek 2023-11-20,WellnessWeek,Emphasize wellness and self-care,50000,Betis Backpack  177.31 Multi-Compartment,2023-11-20,2024-01-20,Digital Marketing - Business,25-55,Lozano y asociados S.A.,161000,"Lleida, Spain"
1868,Mindful Living: Elevate Your Lifestyle!,Find your moment of calm with Mindful Moments. Discover products that promote relaxation and mindfulness. Your tranquility awaits!,Interactive Ads,Cancelled,2024-03-20,"['Beauty', 'Skincare', 'Cleansers']",Beauty,"Enhance your beauty routine with our skincare, haircare, and beauty products for a radiant look.",Skincare,Pamper your skin with our skincare products designed to enhance your natural beauty.,Cleansers,Refresh and cleanse your skin with our range of effective skincare cleansers.,205000 SizzlingSavings 2020-11-20,SizzlingSavings,Offer hot deals on a variety of products,500000,CD Mirandés Coat 2XL Official 233.98  Winter Cotton,2020-11-20,2025-11-20,Art - Creativity,20-50,Serra y asociados S.Coop.,620000,"Zaragoza, Spain"
1869,Explore the Unknown: Adventure Awaits You!,"Embark on a new adventure with our specially curated products. Adventure Awaits – explore, experience, and enjoy!",Virtual Reality Ads,Archived,2022-08-30,"['Home', 'Decor']",Home,Create a cozy and welcoming home with our premium home decor and essentials for every room.,Decor,Transform your living space with our decorative items and home accents.,,,275000 PetParadise 2017-12-21,PetParadise,Advertise pet-related products,50000,Alcorcón Backpack Official 88.65 Multi-Compartment,2017-12-21,2018-12-21,Environment - Sustainability,20-50,Alimentación IXRU S.L.,871000,"Palencia, Spain"
1870,Fitness Freaks Rejoice: Grab Your Gear Now!,Level up your fitness journey with Fitness Fiesta. Grab your workout gear and achieve your health and fitness goals!,Virtual Reality Ads,Draft,2021-10-30,"['Beauty', 'Haircare', 'Conditioners', 'Hydrating']",Beauty,"Enhance your beauty routine with our skincare, haircare, and beauty products for a radiant look.",Haircare,Nourish and style your hair with our range of premium haircare products.,Conditioners,Keep your hair silky-smooth with our hydrating and nourishing hair conditioners.,115000 FallFashionFrenzy 2023-10-24,FallFashionFrenzy,Highlight fall fashion trends,30000,Alavés Goalkeeper Gloves S Official 185.98,2023-10-24,2025-10-24,Foodie - Cooking,18-50,Ramirez y Olivera S.C.P,628000,"Girona, Spain"
1871,Warm Up Your Winter: Cozy Comforts Await!,Cozy up with our collection of warm and comfortable essentials. Embrace the chill with our cozy comfort products!,Affiliate Marketing,Scheduled,2020-05-24,"['Sports', 'Outdoor', 'Hiking']",Sports,Gear up for your favorite sports activities with our high-quality sports equipment and apparel.,Outdoor,Embrace the great outdoors with our outdoor gear and essentials for camping and hiking.,Hiking,Equip yourself for thrilling hiking adventures with our specialized hiking gear.,290000 HolidaySpecial 2023-08-20,HolidaySpecial,Create excitement for holiday shopping,500000,Alcorcón Long Pants XL 75.99  Summer Blend,2023-08-20,2024-08-20,Tech - Gadgets,20-40,Salazar & Asociados S.Com.,803000,"Badajoz, Spain"
